feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_basic_2025__sentinel_2__fapar_max__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,123
sat_basic_2025__sentinel_2__fapar_max__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__fapar_min__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,142
sat_basic_2025__sentinel_2__fapar_min__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_basic_2025__sentinel_2__fapar_min__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,32
sat_basic_2025__sentinel_2__fapar_min__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__fapar_promedio__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,146
sat_basic_2025__sentinel_2__fapar_promedio__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_basic_2025__sentinel_2__fapar_promedio__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,77
sat_basic_2025__sentinel_2__fapar_promedio__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__fapar_std__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,99
sat_basic_2025__sentinel_2__fapar_std__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_basic_2025__sentinel_2__fapar_std__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,40
sat_basic_2025__sentinel_2__fapar_std__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_max__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,188
sat_basic_2025__sentinel_2__lai_max__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_basic_2025__sentinel_2__lai_max__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,137
sat_basic_2025__sentinel_2__lai_max__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_min__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,160
sat_basic_2025__sentinel_2__lai_min__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_min__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,73
sat_basic_2025__sentinel_2__lai_min__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_promedio__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,182
sat_basic_2025__sentinel_2__lai_promedio__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_promedio__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,125
sat_basic_2025__sentinel_2__lai_promedio__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_std__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,167
sat_basic_2025__sentinel_2__lai_std__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__lai_std__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,49
sat_basic_2025__sentinel_2__lai_std__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_max__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,108
sat_basic_2025__sentinel_2__mcrc_max__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_max__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,155
sat_basic_2025__sentinel_2__mcrc_max__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_min__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,118
sat_basic_2025__sentinel_2__mcrc_min__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_min__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,146
sat_basic_2025__sentinel_2__mcrc_min__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_promedio__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,94
sat_basic_2025__sentinel_2__mcrc_promedio__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_basic_2025__sentinel_2__mcrc_promedio__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,150
sat_basic_2025__sentinel_2__mcrc_promedio__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_std__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,116
sat_basic_2025__sentinel_2__mcrc_std__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mcrc_std__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,28
sat_basic_2025__sentinel_2__mcrc_std__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mra_max__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,13
sat_basic_2025__sentinel_2__mra_max__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,184
sat_basic_2025__sentinel_2__mra_max__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,8
sat_basic_2025__sentinel_2__mra_max__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mra_min__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,12
sat_basic_2025__sentinel_2__mra_min__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,176
sat_basic_2025__sentinel_2__mra_min__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,3
sat_basic_2025__sentinel_2__mra_min__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mra_promedio__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,14
sat_basic_2025__sentinel_2__mra_promedio__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,176
sat_basic_2025__sentinel_2__mra_promedio__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,3
sat_basic_2025__sentinel_2__mra_promedio__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__mra_std__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,6
sat_basic_2025__sentinel_2__mra_std__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,144
sat_basic_2025__sentinel_2__mra_std__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,2
sat_basic_2025__sentinel_2__mra_std__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,190
sat_basic_2025__sentinel_2__msi_max__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,175
sat_basic_2025__sentinel_2__msi_max__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_max__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,148
sat_basic_2025__sentinel_2__msi_max__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_min__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,166
sat_basic_2025__sentinel_2__msi_min__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_min__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,140
sat_basic_2025__sentinel_2__msi_min__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_promedio__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,156
sat_basic_2025__sentinel_2__msi_promedio__mean,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_promedio__min,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,144
sat_basic_2025__sentinel_2__msi_promedio__std,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_basic_2025__sentinel_2__msi_std__max,basic,sat_basic,competition,Full target-season 2025 satellite summary.,float64,True,0.0,121
